,date,time,latitude,longitude,type,depth,depth_error,depth_seismic_stations,magnitude,magnitude_type,magnitude_error,magnitude_seismic_stations,azimuthal_gap,horizontal_distance,horizontal_error,root_mean_square,id,source,location_source,magnitude_source,status,geocode_data,city,country,latlng,year
33,1/24/2008,22:29:53,-6.026,146.619,Earthquake,35.0,,319.0,5.9,MWC,,,15.6,,,0.98,USP000FXD1,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Morobe Province', 'short_name': 'Morobe Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Morobe Province, Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -5.281522300000001, 'lng': 148.1153227}, 'southwest': {'lat': -8.031376999999999, 'lng': 145.742827}}, 'location': {'lat': -6.801373700000001, 'lng': 146.561647}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -5.281522300000001, 'lng': 148.1153227}, 'southwest': {'lat': -8.031376999999999, 'lng': 145.742827}}}, 'place_id': 'ChIJOf0TwK3T82gRaLQDvdvTWrs', 'types': ['administrative_area_level_1', 'political']}",Morobe Province,Papua New Guinea,"-6.026,146.619",2008
34,1/29/2008,14:57:26,-58.735,-25.24,Earthquake,35.0,,135.0,5.6,MWB,,,37.7,,,0.97,USP000FXQ5,US,US,US,Reviewed,{},,,"-58.735,-25.24",2008
35,1/30/2008,7:32:43,-7.3020000000000005,127.68799999999999,Earthquake,8.0,,321.0,6.2,MWC,,,31.6,,,1.05,USP000FXRT,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-7.302,127.688",2008
36,1/30/2008,12:48:33,-0.16899999999999998,125.083,Earthquake,70.0,,109.0,5.5,MWB,,,64.3,,,1.11,USP000FXSH,US,US,US,Reviewed,{},,,"-0.169,125.083",2008
37,1/31/2008,1:04:28,-6.132000000000001,129.65,Earthquake,10.0,,148.0,5.8,MWC,,,27.9,,,1.29,USP000FXU7,US,US,US,Reviewed,{},,,"-6.132,129.65",2008
38,2/1/2008,10:26:10,-15.550999999999998,-175.07,Earthquake,34.1,,146.0,5.5,MWC,,,70.2,,,1.16,USP000FXXE,US,US,GCMT,Reviewed,{},,,"-15.551,-175.07",2008
39,2/1/2008,12:10:06,-21.495,-179.352,Earthquake,604.2,5.2,379.0,6.0,MWB,,,17.9,,,1.1,USP000FXXH,US,US,US,Reviewed,{},,,"-21.495,-179.352",2008
40,2/3/2008,7:34:12,-2.296,28.9,Earthquake,10.0,,415.0,5.9,MWB,,,19.5,,,0.78,USP000FY21,US,US,US,Reviewed,{},,,"-2.296,28.9",2008
41,2/3/2008,14:24:37,-56.272,-27.043000000000003,Earthquake,99.7,,78.0,5.6,MWC,,,39.9,,,1.0,USP000FY2R,US,US,GCMT,Reviewed,{},,,"-56.272,-27.043",2008
42,2/4/2008,7:43:56,19.028,-66.902,Earthquake,14.5,,291.0,5.5,MWC,,,16.2,,,,USP000FY4H,US,RSPR,GCMT,Reviewed,{},,,"19.028,-66.902",2008
43,2/4/2008,17:01:30,-20.166,-70.03699999999999,Earthquake,35.0,,375.0,6.3,MWC,,,45.0,,,0.87,USP000FY5K,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Alto Hospicio', 'short_name': 'Alto Hospicio', 'types': ['locality', 'political']}, {'long_name': 'Alto Hospicio', 'short_name': 'Alto Hospicio', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Iquique', 'short_name': 'Iquique', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Región de Tarapacá', 'short_name': 'Región de Tarapacá', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Chile', 'short_name': 'CL', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Alto Hospicio, Región de Tarapacá, Chile', 'geometry': {'bounds': {'northeast': {'lat': -20.1593761, 'lng': -70.0534416}, 'southwest': {'lat': -20.1811818, 'lng': -70.06082119999999}}, 'location': {'lat': -20.1702875, 'lng': -70.0558243}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -20.1593761, 'lng': -70.0534416}, 'southwest': {'lat': -20.1811818, 'lng': -70.06082119999999}}}, 'place_id': 'ChIJY0HH9yUWUpERJPXs5j7YSks', 'types': ['route']}",Alto Hospicio,Chile,"-20.166,-70.037",2008
44,2/5/2008,5:56:47,-3.517,118.07,Earthquake,13.0,,202.0,5.9,MWC,,,38.2,,,1.16,USP000FY76,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-3.517,118.07",2008
45,2/7/2008,7:50:55,1.228,122.65299999999999,Earthquake,35.6,,86.0,5.8,MWC,,,47.0,,,1.08,USP000FYC1,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"1.228,122.653",2008
46,2/7/2008,9:25:30,-22.539,-179.238,Earthquake,465.2,5.8,231.0,5.6,MWC,,,34.1,,,0.88,USP000FYC7,US,US,GCMT,Reviewed,{},,,"-22.539,-179.238",2008
47,2/7/2008,20:58:19,-7.582000000000001,116.819,Earthquake,321.7,,220.0,5.7,MWC,,,42.3,,,0.86,USP000FYDN,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-7.582,116.819",2008
48,2/8/2008,9:38:14,10.671,-41.898999999999994,Earthquake,9.0,,600.0,6.9,MWC,,,24.9,,,0.85,USP000FYEP,US,US,US,Reviewed,{},,,"10.671,-41.899",2008
49,2/9/2008,18:34:02,-0.23600000000000002,125.084,Earthquake,38.0,,204.0,6.0,MWC,,,28.0,,,1.15,USP000FYHW,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-0.236,125.084",2008
50,2/10/2008,12:22:03,-60.797,-25.586,Earthquake,8.0,,264.0,6.6,MWC,,,18.0,,,1.15,USP000FYKT,US,US,US,Reviewed,{},,,"-60.797,-25.586",2008
51,2/12/2008,1:29:41,-3.008,101.21,Earthquake,47.3,,307.0,5.5,MWC,,,29.2,,,0.86,USP000FYQ9,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-3.008,101.21",2008
52,2/12/2008,12:50:18,16.357,-94.304,Earthquake,83.0,,521.0,6.5,MWC,,,27.6,,,1.01,USP000FYRT,US,US,GCMT,Reviewed,{},,,"16.357,-94.304",2008
53,2/13/2008,19:58:46,-8.158,128.644,Earthquake,19.0,,370.0,6.2,MWC,,,33.4,,,0.93,USP000FYUJ,US,US,US,Reviewed,{},,,"-8.158,128.644",2008
54,2/14/2008,10:09:23,36.501,21.67,Earthquake,29.0,,645.0,6.9,MWC,,,30.6,,,1.31,USP000FYW4,US,US,GCMT,Reviewed,{},,,"36.501,21.67",2008
55,2/14/2008,12:08:56,36.345,21.863000000000003,Earthquake,28.0,,650.0,6.5,MWC,,,30.7,,,1.19,USP000FYWH,US,US,GCMT,Reviewed,{},,,"36.345,21.863",2008
56,2/15/2008,22:00:56,-61.294,154.249,Earthquake,10.0,,31.0,5.7,MWC,,,72.3,,,1.14,USP000FZ03,US,US,GCMT,Reviewed,{},,,"-61.294,154.249",2008
57,2/16/2008,14:45:12,-21.346,-68.385,Earthquake,130.1,,428.0,6.1,MWB,,,36.8,,,0.96,USP000FZ1P,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Ollague', 'short_name': 'Ollague', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'El Loa', 'short_name': 'El Loa', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Región de Antofagasta', 'short_name': 'Región de Antofagasta', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Chile', 'short_name': 'CL', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Ollague, Región de Antofagasta, Chile', 'geometry': {'bounds': {'northeast': {'lat': -21.3565417, 'lng': -68.4156081}, 'southwest': {'lat': -21.3597407, 'lng': -68.416189}}, 'location': {'lat': -21.3581724, 'lng': -68.4160787}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -21.3565417, 'lng': -68.41454956970848}, 'southwest': {'lat': -21.3597407, 'lng': -68.4172475302915}}}, 'place_id': 'ChIJtyViv6cwq5YRcDx4ZDo0aF8', 'types': ['route']}",El Loa,Chile,"-21.346,-68.385",2008
58,2/20/2008,8:08:31,2.7680000000000002,95.964,Earthquake,26.0,,607.0,7.4,MWC,,,16.4,,,0.97,USP000FZAU,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Sinar Bahagia', 'short_name': 'Sinar Bahagia', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Simeulue Barat', 'short_name': 'Simeulue Bar.', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Simeulue', 'short_name': 'Kabupaten Simeulue', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Aceh', 'short_name': 'Aceh', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '23891', 'short_name': '23891', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Sinar Bahagia, Simeulue Bar., Kabupaten Simeulue, Aceh 23891, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 2.804248, 'lng': 95.99006410000001}, 'southwest': {'lat': 2.7837399, 'lng': 95.9645261}}, 'location': {'lat': 2.791804, 'lng': 95.975789}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 2.804248, 'lng': 95.99006410000001}, 'southwest': {'lat': 2.7837399, 'lng': 95.9645261}}}, 'place_id': 'ChIJ4WLRwoXpPDARkDjuu4b4Bgk', 'types': ['route']}",Kabupaten Simeulue,Indonesia,"2.768,95.964",2008
59,2/20/2008,12:11:21,-52.917,-46.492,Earthquake,10.0,,32.0,5.5,MB,,5.0,86.9,,,1.07,USP000FZBJ,US,US,US,Reviewed,{},,,"-52.917,-46.492",2008
60,2/20/2008,12:49:44,-53.015,-46.542,Earthquake,10.0,,57.0,5.6,MB,,17.0,60.3,,,1.01,USP000FZBR,US,US,US,Reviewed,{},,,"-53.015,-46.542",2008
61,2/20/2008,18:27:06,36.288000000000004,21.775,Earthquake,9.9,5.3,568.0,6.2,MWC,,,42.3,,,1.29,USP000FZCJ,US,US,GCMT,Reviewed,{},,,"36.288,21.775",2008
62,2/21/2008,2:46:18,77.079,18.570999999999998,Earthquake,12.0,,637.0,6.1,MWC,,,23.9,,,0.81,USP000FZEU,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Svalbard', 'short_name': 'Svalbard', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Svalbard and Jan Mayen', 'short_name': 'SJ', 'types': ['country', 'political']}], 'formatted_address': 'Svalbard, Svalbard and Jan Mayen', 'geometry': {'bounds': {'northeast': {'lat': 80.9180674, 'lng': 38.1005859}, 'southwest': {'lat': 73.92855279999999, 'lng': 10.3820801}}, 'location': {'lat': 77.8749725, 'lng': 20.9751821}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 80.9180674, 'lng': 38.1005859}, 'southwest': {'lat': 73.92855279999999, 'lng': 10.3820801}}}, 'place_id': 'ChIJScCjT9zPoUURdeg1G-dz8ys', 'types': ['administrative_area_level_1', 'political']}",Svalbard,Svalbard and Jan Mayen,"77.079,18.571",2008
63,2/21/2008,14:16:03,41.1444,-114.8721,Earthquake,7.9,1.9,18.0,6.2,ML,0.15,4.0,95.21,0.318,1.61,0.1855,NN00234425,NN,NN,NN,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Wells', 'short_name': 'Wells', 'types': ['locality', 'political']}, {'long_name': 'Elko County', 'short_name': 'Elko County', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Nevada', 'short_name': 'NV', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}, {'long_name': '89835', 'short_name': '89835', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Wells, NV 89835, USA', 'geometry': {'bounds': {'northeast': {'lat': 41.150431, 'lng': -114.855306}, 'southwest': {'lat': 41.135286, 'lng': -114.895766}}, 'location': {'lat': 41.1395065, 'lng': -114.8778491}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 41.150431, 'lng': -114.855306}, 'southwest': {'lat': 41.135286, 'lng': -114.895766}}}, 'place_id': 'ChIJkyqPQ0EoqYARilyNVP2XtEA', 'types': ['route']}",Wells,United States,"41.1444,-114.8721",2008
64,2/21/2008,21:41:38,-2.146,138.96200000000002,Earthquake,11.0,,113.0,5.6,MWB,,,82.3,,,1.26,USP000FZK0,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Dabe II', 'short_name': 'Dabe II', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Pantai Timur Bagian Barat', 'short_name': 'Pantai Tim. Bagian Bar.', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Sarmi', 'short_name': 'Kabupaten Sarmi', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Papua', 'short_name': 'Papua', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Dabe II, Pantai Tim. Bagian Bar., Kabupaten Sarmi, Papua, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -2.162434600000001, 'lng': 139.0255151}, 'southwest': {'lat': -2.1692245, 'lng': 138.9895017}}, 'location': {'lat': -2.1662587, 'lng': 139.0079218}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -2.162434600000001, 'lng': 139.0255151}, 'southwest': {'lat': -2.1692245, 'lng': 138.9895017}}}, 'place_id': 'ChIJ8UbCbdo4EmgRLCWmmT_yumc', 'types': ['route']}",Kabupaten Sarmi,Indonesia,"-2.146,138.962",2008
65,2/21/2008,23:55:36,-2.323,99.88,Earthquake,24.0,,283.0,5.7,MWB,,,28.0,,,0.85,USP000FZKK,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Bosua', 'short_name': 'Bosua', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Sipora Selatan', 'short_name': 'Sipora Sel.', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Kepulauan Mentawai', 'short_name': 'Kabupaten Kepulauan Mentawai', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sumatera Barat', 'short_name': 'Sumatera Barat', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '25932', 'short_name': '25932', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Bosua, Sipora Sel., Kabupaten Kepulauan Mentawai, Sumatera Barat 25932, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}, 'location': {'lat': -2.3435274, 'lng': 99.83632949999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}}, 'place_id': 'ChIJJQmhzB980i8RwqSA9KUKYys', 'types': ['route']}",Kabupaten Kepulauan Mentawai,Indonesia,"-2.323,99.88",2008
66,2/23/2008,7:17:11,-2.511,99.962,Earthquake,32.9,13.5,176.0,5.6,MWC,,,28.3,,,0.87,USP000FZR9,US,US,GCMT,Reviewed,{},,,"-2.511,99.962",2008
67,2/23/2008,15:57:20,-57.335,-23.433000000000003,Earthquake,14.0,,338.0,6.8,MWC,,,23.9,,,1.12,USP000FZSD,US,US,GCMT,Reviewed,{},,,"-57.335,-23.433",2008
68,2/24/2008,14:46:21,-2.405,99.931,Earthquake,22.0,,429.0,6.5,MWC,,,28.3,,,0.97,USP000FZV0,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Bosua', 'short_name': 'Bosua', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Sipora Selatan', 'short_name': 'Sipora Sel.', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Kepulauan Mentawai', 'short_name': 'Kabupaten Kepulauan Mentawai', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sumatera Barat', 'short_name': 'Sumatera Barat', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '25932', 'short_name': '25932', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Bosua, Sipora Sel., Kabupaten Kepulauan Mentawai, Sumatera Barat 25932, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}, 'location': {'lat': -2.3435274, 'lng': 99.83632949999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}}, 'place_id': 'ChIJJQmhzB980i8RwqSA9KUKYys', 'types': ['route']}",Kabupaten Kepulauan Mentawai,Indonesia,"-2.405,99.931",2008
69,2/25/2008,8:36:33,-2.4859999999999998,99.97200000000001,Earthquake,25.0,,505.0,7.2,MWC,,,18.4,,,1.22,USP000FZX4,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Saumanganyak', 'short_name': 'Saumanganyak', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Pagai Utara', 'short_name': 'Pagai Utara', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Kepulauan Mentawai', 'short_name': 'Kabupaten Kepulauan Mentawai', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sumatera Barat', 'short_name': 'Sumatera Barat', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '25391', 'short_name': '25391', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Saumanganyak, Pagai Utara, Kabupaten Kepulauan Mentawai, Sumatera Barat 25391, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -2.5039883, 'lng': 100.0051243}, 'southwest': {'lat': -2.511466, 'lng': 99.98773969999999}}, 'location': {'lat': -2.5040961, 'lng': 99.99652569999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -2.5039883, 'lng': 100.0051243}, 'southwest': {'lat': -2.511466, 'lng': 99.98773969999999}}}, 'place_id': 'ChIJbzDIcPx7zS8RAiunmkI1AWA', 'types': ['route']}",Kabupaten Kepulauan Mentawai,Indonesia,"-2.486,99.972",2008
70,2/25/2008,18:06:04,-2.332,99.891,Earthquake,25.0,,421.0,6.6,MWC,,,17.7,,,0.98,USP000FZY8,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Bosua', 'short_name': 'Bosua', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Sipora Selatan', 'short_name': 'Sipora Sel.', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Kepulauan Mentawai', 'short_name': 'Kabupaten Kepulauan Mentawai', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sumatera Barat', 'short_name': 'Sumatera Barat', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '25932', 'short_name': '25932', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Bosua, Sipora Sel., Kabupaten Kepulauan Mentawai, Sumatera Barat 25932, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}, 'location': {'lat': -2.3435274, 'lng': 99.83632949999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -2.3130271, 'lng': 99.8477367}, 'southwest': {'lat': -2.377877900000001, 'lng': 99.8081899}}}, 'place_id': 'ChIJJQmhzB980i8RwqSA9KUKYys', 'types': ['route']}",Kabupaten Kepulauan Mentawai,Indonesia,"-2.332,99.891",2008
